task,case,engine,time,p1,encoding
task1_single_qubit_baseline,baseline,julia_qoptics,501.0,0.6580753969430286,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,502.0,0.6581118455687717,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,503.0,0.658092619106778,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,504.0,0.6580297167845969,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,505.0,0.65796030039544,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,506.0,0.6579242077025724,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,507.0,0.6579406362740139,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,508.0,0.6579975438253217,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,509.0,0.6580594844967289,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,510.0,0.6580892106978331,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,511.0,0.6580695214671152,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,512.0,0.6580125502607437,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,513.0,0.6579518914206035,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,514.0,0.6579224118180185,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,515.0,0.6579395144043685,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,516.0,0.6579910570771286,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,517.0,0.6580450079850786,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,518.0,0.6580689272505121,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,519.0,0.6580489687896988,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,520.0,0.6579973080696463,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,521.0,0.6579444862967385,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,522.0,0.6579207000801653,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,523.0,0.657938261433654,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,524.0,0.6579850093344815,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,525.0,0.6580318615286027,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,526.0,0.6580507237576412,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,527.0,0.6580306523304447,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,528.0,0.6579838323572087,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,529.0,0.6579379226626385,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,530.0,0.6579191357281837,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,531.0,0.6579369758513653,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,532.0,0.6579793286036865,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,533.0,0.6580199359458226,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,534.0,0.6580344050471916,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,535.0,0.6580143186514402,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,536.0,0.6579718922793145,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,537.0,0.6579321094403798,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,538.0,0.6579176333793623,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,539.0,0.65793568461438,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,540.0,0.6579740914065659,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,541.0,0.6580091190971711,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,542.0,0.6580197268349983,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,543.0,0.6579997807864758,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,544.0,0.657961327071291,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,545.0,0.6579270075015615,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,546.0,0.657916348959577,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,547.0,0.6579344024097831,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,548.0,0.6579692111586632,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,549.0,0.6579992804162671,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,550.0,0.6580065213966039,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,551.0,0.6579867722859162,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,552.0,0.6579519255573898,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,553.0,0.6579224610743286,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,554.0,0.6579150983475697,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,555.0,0.6579331143981442,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,556.0,0.6579646886903332,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,557.0,0.6579903284038011,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,558.0,0.6579946056443604,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,559.0,0.6579751248490822,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,560.0,0.657943597365683,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,561.0,0.6579185112652515,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,562.0,0.6579140373556196,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,563.0,0.6579318889726186,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,564.0,0.6579605073613858,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,565.0,0.6579821720773997,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,566.0,0.6579838857058271,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,567.0,0.6579647912082637,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,568.0,0.6579362140832214,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,569.0,0.6579150175177108,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,570.0,0.6579131521520327,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,571.0,0.65793075264551,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,572.0,0.6579566435777937,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,573.0,0.6579747390512318,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,574.0,0.6579742407433709,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,575.0,0.6579554576650207,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,576.0,0.657929658941808,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,577.0,0.6579119830683227,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,578.0,0.6579123473873382,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,579.0,0.6579297383063144,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,580.0,0.6579530691367307,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,581.0,0.6579679477455851,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,582.0,0.6579654854516078,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,583.0,0.6579470722348222,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,584.0,0.6579238756205955,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,585.0,0.657909379988397,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,586.0,0.6579116930045258,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,587.0,0.6579288078827814,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,588.0,0.6579497499847592,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,589.0,0.6579617206158862,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,590.0,0.6579575080343104,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,591.0,0.657939552314416,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,592.0,0.6579187281194729,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,593.0,0.65790716793765,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,594.0,0.6579112371605081,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,595.0,0.6579279039442713,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,596.0,0.6579466983384892,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,597.0,0.6579560101271691,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,598.0,0.6579501919857189,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,599.0,0.6579327842845965,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,600.0,0.6579142080570242,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,601.0,0.6579053105279319,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,602.0,0.6579109520138726,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,603.0,0.657927170112216,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,604.0,0.6579438278824837,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,605.0,0.6579506418820138,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,606.0,0.6579435139467157,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,607.0,0.657926719138709,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,608.0,0.657910262968584,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,609.0,0.6579038220566618,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,610.0,0.6579107798108709,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,611.0,0.6579265001048133,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,612.0,0.6579411459149901,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,613.0,0.6579456733545895,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,614.0,0.6579373386598063,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,615.0,0.6579211699201173,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,616.0,0.6579067981951693,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,617.0,0.6579026212528118,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,618.0,0.6579107733485126,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,619.0,0.657925935708023,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,620.0,0.6579386014726122,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,621.0,0.6579410082676417,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,622.0,0.657931684041549,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,623.0,0.6579162119323626,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,624.0,0.657903844872459,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,625.0,0.6579017877365401,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,626.0,0.6579109246417735,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,627.0,0.6579253907814775,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,628.0,0.657936148987267,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,629.0,0.6579365643344416,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,630.0,0.6579263798577778,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,631.0,0.6579117283697793,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,632.0,0.6579013730758845,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,633.0,0.6579013257865621,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,634.0,0.6579112967599223,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,635.0,0.657924941853224,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,636.0,0.6579337675004884,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,637.0,0.6579323328849436,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,638.0,0.6579214715222209,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,639.0,0.6579077331423991,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,640.0,0.6578993306223743,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,641.0,0.6579011248518034,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,642.0,0.6579117424308903,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,643.0,0.657924470305795,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,644.0,0.6579313980424812,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,645.0,0.6579282455000008,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,646.0,0.6579169078857351,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,647.0,0.6579042064803564,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,648.0,0.6578977254278012,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,649.0,0.6579011754117682,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,650.0,0.6579122273279508,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,651.0,0.6579239702501282,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,652.0,0.6579290577083698,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,653.0,0.6579243481971945,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,654.0,0.6579126473866685,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,655.0,0.6579010842818778,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,656.0,0.6578965543487568,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,657.0,0.6579015920834212,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,658.0,0.6579128875210289,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,659.0,0.6579234160132514,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,660.0,0.6579266350259149,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,661.0,0.6579205189899061,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,662.0,0.6579086999602664,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,663.0,0.6578984175061016,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,664.0,0.6578957939624459,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,665.0,0.6579022045936305,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,666.0,0.6579135355681517,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,667.0,0.6579227885054806,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,668.0,0.6579241617384084,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,669.0,0.6579167365185705,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,670.0,0.6579050463813915,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,671.0,0.6578961967796744,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,672.0,0.6578954134123627,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,673.0,0.6579029817221054,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,674.0,0.6579142295146655,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,675.0,0.6579220198981062,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,676.0,0.6579215315379108,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,677.0,0.6579130914350345,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,678.0,0.657901770159377,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,679.0,0.6578943895020866,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,680.0,0.6578954276780764,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,681.0,0.657904078044758,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,682.0,0.6579148299654732,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,683.0,0.6579210867389081,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,684.0,0.6579189181156335,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,685.0,0.6579095406361419,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,686.0,0.6578987606527749,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,687.0,0.6578930643293623,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,688.0,0.6578957704053694,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,689.0,0.6579052096323867,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,690.0,0.6579153694872125,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,691.0,0.6579199437333997,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,692.0,0.6579161540737214,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,693.0,0.6579061679368889,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,694.0,0.6578961454400876,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,695.0,0.657892170533549,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,696.0,0.6578964832739398,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,697.0,0.6579064379458142,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,698.0,0.6579157432299888,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,699.0,0.6579185961220859,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,700.0,0.657913297284246,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,701.0,0.6579029311329512,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,702.0,0.6578939157396309,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,703.0,0.6578917077814666,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,704.0,0.6578974725830616,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,705.0,0.6579077210173281,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,706.0,0.6579159244495457,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,707.0,0.6579170287365039,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,708.0,0.6579103844761273,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,709.0,0.6578998766536714,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,710.0,0.6578920892901791,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,711.0,0.6578916485362634,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,712.0,0.657898712495569,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,713.0,0.6579089700689718,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,714.0,0.6579158809603141,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,715.0,0.657915263268394,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,716.0,0.6579073999500229,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,717.0,0.6578970835741641,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,718.0,0.6578906857316604,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,719.0,0.6578919674759822,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,720.0,0.6579001885692028,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,721.0,0.65791009772979,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,722.0,0.6579155838427139,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,723.0,0.6579132461650394,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,724.0,0.6579044036226966,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,725.0,0.6578946047128562,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,726.0,0.6578896936237003,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,727.0,0.6578927413597891,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,728.0,0.6579017354620772,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,729.0,0.6579110818930367,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,730.0,0.6579150003123391,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,731.0,0.6579109656274054,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,732.0,0.6579015692402661,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,733.0,0.6578923820833622,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,734.0,0.6578891861694287,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,735.0,0.6578937848307982,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,736.0,0.6579033066981346,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,737.0,0.6579118795979493,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,738.0,0.65791407762361,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,739.0,0.6579086430134922,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,740.0,0.6578987240951482,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,741.0,0.657890566758739,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,742.0,0.6578890659200183,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,743.0,0.6578951018529107,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,744.0,0.6579049628046649,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,745.0,0.6579124079057216,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,746.0,0.6579129249036748,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,747.0,0.65790604383007,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,748.0,0.6578961250841862,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,749.0,0.6578891121751905,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,750.0,0.6578893975198004,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,751.0,0.657896685872165,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,752.0,0.6579064528545007,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,753.0,0.6579126570576675,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,754.0,0.6579113769382234,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,755.0,0.6579035005692058,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,756.0,0.6578936650833758,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,757.0,0.6578881006218829,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,758.0,0.6578900655322533,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,759.0,0.6578983954400948,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,760.0,0.6579078637693119,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,761.0,0.6579125789944382,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,762.0,0.6579096586519722,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,763.0,0.6579007809838738,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,764.0,0.657891545234585,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,765.0,0.6578874762382475,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,766.0,0.6578911782972051,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,767.0,0.6579001812416072,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,768.0,0.6579090580709226,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,769.0,0.6579121511176675,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,770.0,0.657907631389699,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,771.0,0.6578982218051669,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,772.0,0.6578896892855847,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,773.0,0.657887330316971,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,774.0,0.6578924714812694,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,775.0,0.6579020628164189,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,776.0,0.6579099700958363,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,777.0,0.6579114256823873,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,778.0,0.6579053959502912,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,779.0,0.6578956943500185,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,780.0,0.6578881923559095,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,781.0,0.6578875702069666,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,782.0,0.6578941318706919,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,783.0,0.6579037970294943,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,784.0,0.6579106118767223,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,785.0,0.6579102795111944,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qoptics,786.0,0.6579031011028138,basis_population_single_qubit
